text,true_label,predicted_label,shap_top_words,shap_word_importances,lime_top_words,lime_word_importances
"   My names are Barrister Javier Penas,I got your contact via the public records while searching for a trusted person who will stand as next of kin of my late client estate, He deposited One Trunk Box/Diplomatic Personal Treasure with a Safe Security Company here in Spain before he and his family died in Tsunami catastrophe, which occurred in December 2004.As the attorney,the security company has mandated me to present a member of his family(inheritor) to make Claims.After abortive search for a direct family member which came to no avail,my suggestion to you is that I will like you to stand as the next of kin.

    Be kind to get back to me via my private email: [bar.javierpenas@mail.com] ; for further clearification.

    Regards
    Javier Penas",1,1,"[""\u0120me"", ""\u0120via"", ""\u0120stand"", ""\u0120private"", ""\u0120my"", ""\u0120deposited"", ""\u0120One"", ""\u0120to"", ""\u0120back"", ""As""]","[0.00011959029671807162, 0.00011958814079039975, 6.948009487350434e-05, 5.237172504788951e-05, 5.2371282835609456e-05, 3.312604874912671e-05, 3.3125685774036e-05, 2.9745708758893766e-05, 2.9745058499700686e-05, 2.8613464425978505e-05]","[""are"", ""Barrister"", ""your"", ""I"", ""names"", ""Javier"", ""My"", ""got"", ""a"", ""in""]","[7.658128349525625e-06, 7.448643574099031e-06, 7.338333027863524e-06, 7.237995826278382e-06, 7.161338967940211e-06, 7.157351680907981e-06, 6.567648693186006e-06, 2.770435184234086e-06, 2.579954697003767e-06, 1.960882118046331e-06]"
" Greetings applicant, 
I really hope you are all good. 

I'm Personal Managerand I am getting in touch with you on behalf of Group & agency MCMimmobilien, an Germany, based real estate enterprise. We are expanding theboundaries of our business and want to offer our real estate services toNorth Americans. 

As a result, we are seeking more workers with thefollowing duties : Supervision implementation of transactions strong troubleshooting attitude general reporting. Who are we looking for :Team playerwith excellent interpersonal skills goal oriented attentive & motivated. 

If interested in getting more details, simply write me back. 
All the best 
Ms. Weber 
Accountable Person 
Group & agency MCM Immobilien 
sabineeweberr@gmail.com
trielaprincess@yahoo.co.jp",1,1,"[""\u0120best"", ""</s>"", ""\u0120details"", ""\u0120more"", ""\u0120interested"", ""If"", ""\u0120motivated"", ""\u0120goal"", ""\u0120skills"", ""All""]","[3.990836315336588e-05, 3.0054342902994726e-05, 2.83752199521358e-05, 2.837331767576073e-05, 2.5392193745642424e-05, 2.53910354359334e-05, 2.5274889434085172e-05, 2.2321199888692182e-05, 2.231970756902254e-05, 2.1589328146213167e-05]","[""MCMimmobilien"", ""you"", ""of"", ""Group"", ""m"", ""good"", ""estate"", ""real"", ""troubleshooting"", ""agency""]","[5.136646873288707e-07, 4.834900144007342e-07, 4.7024689508488946e-07, 3.4373504162737125e-07, 3.247451589203908e-07, 3.204247154081359e-07, 2.8810371022023646e-07, 2.7087977270677554e-07, 2.5620470236014574e-07, 2.543802293048422e-07]"
"cgsw10 program announcing cgsw10 the 10th comparative germanic syntax workshop , organised jointly by the catholic university of brussels , and the p . j . meertens institute for dialectology ( amsterdam ) will take place in brussels on january 17-19 , 1995 . the program tuesday january 17 18 : 00 : registration and reception at conference venue : vrijheidslaan 17 , b-1080 brussels ( metro simonis ) wednesday , january 18 10 : 00 - 10 : 30 : coffee and formal opening 10 : 30 - 11 : 00 : t . taraldsen ( tromso ) case , subject-orientation and agreement in icelandic and faroese 11 : 00 - 11 : 30 : j . zwarts ( utrecht ) simple and complex prepositions and p - stranding in dutch 11 : 30 - 12 : 00 : coffee 12 : 00 - 12 : 30 : h . bennis ( leiden ) , f . beukema ( leiden ) & m . den dikken ( vu , amsterdam ) getting verb movement 12 : 30 - 14 : 00 : lunch 14 : 00 - 14 : 30 : s . barbiers ( leiden ) an antisymmetric analysis of pp extraposition 14 : 30 - 15 : 00 : t . hoekstra ( leiden ) & j . rooryck ( leiden ) dynamic and stative have 15 : 00 - 15 : 30 : e . haeberli ( geneve ) morphological case , pro and word order 15 : 30 - 16 : 00 : coffee 16 : 00 - 16 : 30 : e . - p . kester ( utrecht ) adjectival inflection and licensing conditions on null nouns 16 : 30 - 17 : 00 : e . hoekstra ( meertens , amsterdam ) & m . den dikken ( vu , amsterdam ) parasitic participles thursday , january 19 10 : 00 - 10 : 30 : j . bobaljik ( mit ) the morphological determination of germanic syntax 10 : 30 - 11 : 00 : d . buering ( koeln ) & k . hartmann ( frankfurt ) extraposition , qr , and association with focus 11 : 00 - 11 : 30 : coffee 11 : 30 - 12 : 00 : e . groat ( harvard ) overt and null expletives in germanic 12 : 00 - 12 : 30 : s . menuzzi ( leiden ) on double object constructions in icelandic 12 : 30 - 14 : 00 : lunch 14 : 00 - 14 : 30 : m . everaert ( utrecht ) binding and the inert / active distinction 14 : 30 - 15 : 00 : a . henry ( ulster ) v2 phenomena in belfast english 15 : 00 - 15 : 30 : coffee 15 : 30 - 16 : 00 : f . weerman ( utrecht ) morphological case and null case 16 : 00 - 16 : 30 : j . - w . zwart ( groningen ) the composition of auxiliaries and the placement of participles in dutch travel and hotel information : a file with travel and hotel information will be sent to you upon simple request ( e-mail or coupon below ) . registration and conference lunches : advance registration : $ 20 / bef 700 ( $ 10 / bef 350 for students ) on - site registration : $ 30 / bef 1 , 000 ( $ 20 / bef 700 for students ) advance registration can be made by sending in the coupon below , and by forwarding the required amount into postal account # 000-0536088 - 66 of ku brussel , vrijheidslaan 17 , b-1080 brussels . please mention that you are registering for cgsw10 ; do not forget to add bank charges to the above amounts . the deadline for advance registration is january 9 , 1995 . there are a number of restaurants in the immediate vicinity of the university ; however , given any sizable number of conference participants , this may lead to substantive overcrowding and consequent delays . for this reason , the organisers will arrange for a caterer to provide two lunches on the university premises . since it is vital that we should know in advance how many lunches to order , you must book your lunch in advance by sending in the coupon below . for the lunches , no advance payment is required . cut here - - - - - - name : address : e - mail : 0 i will register on-site 0 i have transferred the registration fee in the amount of 0 bef 1 , 000 0 bef 750 ( student rate ) to postal account # 000-0536088 - 66 . 0 i want to order a conference lunch for wednesday january 18 at bef 400 0 i want to order a conference lunch for thursday january 19 at bef 400 0 please send me hotel and travel information mail , fax , or e-mail this coupon to : ku brussel cgsw10 ( g . vanden wyngaerd ) vrijheidslaan 17 b-1080 brussel belgium tel + 32 2 412 4349 fax + 32 2 412 4200 email : haaam08 @ cc1 . kuleuven . ac . be",0,0,"[""<s>"", ""\u0120announcing"", ""c"", ""th"", ""\u0120jointly"", ""\u0120comparative"", ""\u0120workshop"", ""\u0120organised"", ""\u0120cath"", ""olic""]","[0.03868054177755333, 0.03868054177755333, 0.03868054032975687, 0.03868054032975687, 0.03172102371324097, 0.03172102371324096, 0.03172102206555055, 0.03172102206555055, 0.03042999979832905, 0.030429998834620164]","[""dialectology"", ""conference"", ""syntax"", ""university"", ""january"", ""the"", ""wednesday"", ""announcing"", ""workshop"", ""catholic""]","[0.047884929110856435, 0.03227357919163355, 0.027093984354415835, 0.023409773278505182, 0.019144096232580964, 0.01873918038527399, 0.0173625104265517, 0.016573798526498776, 0.01493934841173735, 0.005468677136985013]"
"med alert link to complete pdf report click here to remove "" reply here "" and type remove in subject line .",1,1,"[""\u0120type"", ""\u0120and"", ""\u0120."", ""</s>"", ""\u0120subject"", ""\u0120line"", ""\u0120in"", ""\u0120remove"", ""\u0120to"", ""\u0120click""]","[0.08935825695743915, 0.0893582554567729, 0.07864074783674369, 0.07864074079907368, 0.04686730165258268, 0.04686728489241432, 0.03549858053929711, 0.03549856614199598, 0.016844041821059363, 0.01576308696257911]","[""click"", ""remove"", ""here"", ""alert"", ""report"", ""med"", ""subject"", ""reply"", ""pdf"", ""line""]","[0.09228215784623021, 0.09114422957612255, 0.08149891861424348, 0.08013065593585816, 0.05235343687086567, 0.04669097095693257, 0.045138857323524836, 0.03209234435548178, 0.03171363212174362, 0.02910164406569932]"
"
I'm Barrister Umar Yusuf from United Arab Emirates (UAE), the attorney^at^law. I have a business proposal of 7.2 million EURO for you. Contact me on my private email address (barriumarjusuf@gmail.com) for more details.

Regards,
Barrister Umar Yusuf",1,1,"[""\u0120I"", ""\u0120have"", ""law"", ""com"", "")"", ""AE"", ""U"", ""\u0120Barr"", ""'m"", ""at""]","[1.0641835125660202e-05, 1.0640288774783794e-05, 8.463029609209536e-06, 8.030223322445332e-06, 8.024896184603373e-06, 7.94690388899583e-06, 7.942903686433476e-06, 7.1869446681096006e-06, 7.179431542261647e-06, 6.982426349657964e-06]","[""proposal"", ""email"", ""business"", ""Yusuf"", ""Arab"", ""Regards"", ""million"", ""EURO"", ""Barrister"", ""for""]","[0.000220060446533941, 0.0001840096300951576, 0.0001802535594722246, 0.0001763484546809508, 0.00017595074331533167, 0.0001735329518902223, 0.00016810176818618289, 0.00016264684617275707, 0.0001594013638083543, 5.1067351995460134e-05]"
"FROM: MR.IBRAHIM SANI
AUDITING AND ACCOUNTING UNIT.
AFRICAN DEVELOPMENT BANK/A.D.B),
BURKINA FASO.

DEAR FRIEND,

I AM THE MANAGER, INCHARGE OF BILL AND EXCHANGER OF THE AFRICAN DEVELOPMENT BANK/ (A.D.B) FOREIGN REMITTANCE DEPARTMENT. THERE IS A

BUSINESS I WOULD WANT YOU TO CHAMPION FOR ME.IN MY DEPARTMENT I DISCOVERED AN ABANDONED SUM OF US $15.5M (FIFTHEEN MILLION,FIVE HUNDRED THOUSAND UNITED STATES DOLLARS)IN AN ACCOUNT THAT BELONGS TO ONE OF OUR FOREIGN CUSTOMER MR ABDULLU HARUNA FROM BRUNEI.WHO DIED ALONG WITH HIS ENTIRE FAMILY IN NOVEMBER 1999 IN AN AROPLANE CRASH IN ABIDJAN COST IN COTE D'IVOIRE.
 
SINCE WE GOT INFORMATION ABOUT HIS DEATH,WE HAVE BEEN EXPECTING HIS NEXT OF KIN TO COME OVER AND CLAIM HIS MONEY BECAUSE WE CAN NOT RELEASE IT UNLESS SOMEBODY APPLIES FOR IT AS NEXT OF KIN OR RELATION TO THE DECEASED AS INDICATED IN OUR BANKING GUIDELINES,BUT UNFORTUNATELY WE LEARNT THAT ALL HIS SUPPOSED NEXT OF KIN OR RELATION DIED ALONG SIDE WITH HIM IN THE PLANE CRASH LEAVING NOBODY BEHIND FOR THE CLAIM.   
 
IT IS THEREFORE UPON THIS DISCOVERY THAT I DECIDED TO MAKE THIS BUSINESS PROPOSAL TO YOU AND RELEASE THE MONEY TO YOU AS THE NEXT OF KIN OR RELATION TO THE DECEASED FOR SAFETY AND SUBSEQUENT DISBURSEMENT SINCE NOBODY IS COMING FOR IT AND WE DON'T WANT THIS MONEY TO GO INTO THE BANK TREASURY AS UNCLAIMED FUND.
 
THE REQUEST OF A FOREIGNER AS NEXT OF KIN IN THIS BUSINESS IS OCCASIONED BY THE FACT THAT THECUSTOMER WAS A FOREIGNER AND A BURKINABE CAN NOT STAND AS NEXT OF KIN TO A FORIEGNER.I HAVE AGREED,
 
THAT AFTER THE SMOOTH CONCULSION OF THE TRASACTION,THAT I WILL MAKE IT 50-50 FOR YOU CONSIDERING YOU AS A FOREIGN PARTNER,IN RESPECT TO THE PROVISION OF A FOREIGN ACCOUNT,THERE AFTER I WILL VISIT YOUR COUNTRY FOR DISBURSEMENT ACCORDING TO THE PERCENTAGE AGREED.

THEREFORE TO ENABLE THE IMMEDIATE TRANSFER OF THIS FUND TO YOU AS ARRANGED,YOU MUST APPLY FIRST TO THE BANK AS RELATIONS OR NEXT OF KIN OF THE DECEASED,INDICATING YOUR FULL NAME,
 
YOUR PRIVATE TELEPHONE AND FAX NUMBERS FOR EASY AND EFFECTIVE COMMUNICATION AND THE LOCATION WHERE IN,THE MONEY WILL BE RAMITTED.UPON THE RECEIPT OF YOUR REPLY,I WILL SEND TO YOU BY EMAIL OR FAX THE TEXT OF THE APPLICATION. BE YOU INFORMED THAT THIS TRANSACTION IS HITCH FREE BOTH NOW AND IN THE FULTURE YOU SHOULD NOT ENTERTAIN ANY FEAR WHAT SOEVER,AS ALL REQUIRED ARRANGEMENTS HAVE BEEN PERFECTEDFOR THE TRANSFER.TRUSTING TO HEAR FROM YOU IMMEDIATEL
 

YOURS FAITHFULLY
FROM: MR. IBRAHIM SANI
BILL AND EXCHANGE MANAGER(A.D.B",1,1,"[""IB"", ""GS"", ""\u0120ONE"", ""BUS"", ""\u0120MILL"", ""DR"", ""\u0120HUN"", ""AMP"", ""\u0120CH"", ""\u0120BEL""]","[3.0024226226895987e-06, 2.856289639192469e-06, 2.433469190317042e-06, 2.1602562547560767e-06, 1.7960596343745355e-06, 1.7960596343745355e-06, 1.795665902255164e-06, 1.7527630751924962e-06, 1.7524522736789735e-06, 1.598246719526208e-06]","[""NOVEMBER"", ""SUPPOSED"", ""ANY"", ""ENTIRE"", ""WE"", ""DON"", ""FEAR"", ""DIED"", ""LOCATION"", ""1999""]","[5.482399504141433e-05, 2.35158719348509e-05, 2.306786380417375e-05, 2.3062349588693155e-05, 2.1734900663008494e-05, 1.8326272399549688e-05, 1.714223671600608e-05, 1.3610799585613964e-05, 9.45205468724779e-06, 6.217975008369906e-06]"
"failure notice hi . this is the qmail - send program at mxo 0 . atlanticasp . net . i ' m afraid i wasn ' t able to deliver your message to the following addresses . this is a permanent error ; i ' ve given up . sorry it didn ' t work out . : user unknown . - - - below this line is a copy of the message . return - path : received : ( qmail 14123 invoked from network ) ; 19 jul 2005 11 : 05 : 18 - 0000 received : from unknown ( helo mailwisconsin . com ) ( 61 . 74 . 129 . 210 ) by mxo 0 . atlanticasp . net with smtp ; 19 jul 2005 11 : 05 : 18 - 0000 received : from 205 . 214 . 42 . 66 ( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ; by mailwisconsin . com with http id j 87 gzo 24815387 ; tue , 19 jul 2005 10 : 57 : 46 + 0000 message - id : date : tue , 19 jul 2005 10 : 57 : 46 + 0000 subject : just to her . . . from : "" barry castillo "" to : info @ workforcemetrics . net user - agent : squirrelmail / 1 . 4 . 3 a x - mailer : squirrelmail / 1 . 4 . 3 a mime - version : 1 . 0 content - type : text / html ; charset = iso - 8859 - 1 content - transfer - encoding : 8 bit x - priority : 3 ( normal ) importance : normal soft viagra at $ 1 . 62 per dose ready to boost your sex life ? positive ? time to do it right now ! order soft viagra at incredibly low prices starting at $ 1 . 99 per dose ! unbeiivable !",1,1,"[""\u0120hel"", ""\u012011"", ""\u0120unknown"", ""\u012014"", ""asp"", ""\u0120210"", ""l"", ""antic"", ""\u0120129"", ""\u0120network""]","[0.007870809032558275, 0.007525841259356965, 0.006335804699144494, 0.00564779802570007, 0.004760430614406932, 0.0034386455201949775, 0.0034042174209037235, 0.003404216889484231, 0.002987171200633593, 0.0028080361784417955]","[""qmail"", ""your"", ""the"", ""program"", ""permanent"", ""failure"", ""at"", ""0"", ""error"", ""invoked""]","[0.00020978331642042971, 0.0001313733197155233, 0.00011568497283164174, 0.00010373077373259507, 9.98062215854525e-05, 9.723241759946439e-05, 9.154831600336071e-05, 8.648546496111336e-05, 7.925405413079902e-05, 7.451054724349802e-05]"
replacing our people who have left louise - - is it appropriate to replace the people who have left ( steve walton and susan scott lindberg ) with other people that can do the work ? jim,0,0,"[""\u0120appropriate"", ""\u0120to"", ""\u0120replace"", ""\u0120-"", ""\u0120people"", ""\u0120that"", ""\u0120sc"", ""ott"", ""\u0120with"", ""\u0120other""]","[0.12468802511780484, 0.1246880234472309, 0.10295585818194229, 0.07419599264683202, 0.07019666219566716, 0.07019666215525906, 0.062495367875453664, 0.06249536366351549, 0.059522826875036114, 0.0595228252447176]","[""appropriate"", ""who"", ""the"", ""is"", ""to"", ""left"", ""it"", ""and"", ""work"", ""our""]","[0.3555130447168618, 0.2608169984511847, 0.18043592010458992, 0.14482414938980823, 0.1345731908477637, 0.12900219515334296, 0.125362439911512, 0.10933704625706246, 0.0966233721881022, 0.07904117325296664]"
Host-based IDPS for linux systems.,0,0,"[""</s>"", ""\u0120systems"", ""."", ""\u0120linux"", ""\u0120for"", ""\u0120ID"", ""PS"", ""based"", ""-"", ""<s>""]","[0.0073451214311717195, 0.005567694664023293, 0.005567689133386011, 7.664844179089414e-05, 7.662751340831164e-05, 3.5665596442413516e-05, 3.563784503057832e-05, 3.066956196562387e-06, 3.048491635126993e-06, 0.0]","[""linux"", ""systems"", ""for"", ""Host"", ""based"", ""IDPS""]","[0.3176140428679081, 0.29268818780059497, 0.22757764479873155, 0.13713734716745127, 0.135742975185848, 0.10458489657565419]"
"Broda I find out that we are in the same business by your e-mail address and I decided to inform you that I live and work in India as a guy man I handle any  security company delivery and bank delivery and also bank transfer or any how u package your own with. And can also provide you bank account for any of your India and all Asia clients that you want to collect money from upfront.

I have been in this job and I know how hard it is now to get a good client, so bro I grant you for any of your percentage % in any business we do there will not be a story. I have worked and share money with some guys I knew true this way and I still in good time with all ma contact due to I don't fail to deliver.

Be blessed Bro

Ifeanyi  ( A.K.A. ULOAKU) +919873380503",1,1,"[""\u0120e"", ""\u0120are"", ""\u0120find"", ""\u0120out"", ""\u0120work"", ""\u0120man"", ""\u0120guy"", ""da"", ""\u0120by"", ""\u0120live""]","[3.164655734169281e-05, 3.1574137263186683e-05, 3.0337191272218886e-05, 3.0335687443650087e-05, 2.9142696599839098e-05, 2.6502303968546756e-05, 2.6501913920182526e-05, 2.34145505218014e-05, 2.2372879430687746e-05, 2.1672558228848344e-05]","[""I"", ""find"", ""and"", ""guy"", ""decided"", ""your"", ""Broda"", ""India"", ""that"", ""e""]","[4.660455626909647e-07, 4.494718248639636e-07, 4.417798727957887e-07, 3.882821544427931e-07, 3.2060708711673287e-07, 2.819697560695315e-07, 2.66272122515744e-07, 2.509229580223388e-07, 1.7220004426085136e-07, 1.272317657439762e-07]"
"Attention:
This is to bring notice to you that we have release $3000 for you for CHRISTMAS BONUS, we know that you have been expecting this money since but it is ready now to receive it, but you need to pay $97 for sending it to you, we will not do any expense to send the $3000 to you and the $97 will not be taking out of the $3000 you are going to receive today. you may think that it is not true but try and see what will happen in next 30minutes,you will receive the mtcn of $3000 within 30minutes once you send the $97 for sending it to you. 

CONTACT PERSON MR GINIKA CHELE EMAILginikachele900@azet.sk)

After receiving this $3000 today we will send another one next week but it will be $4500 ok.
HERE IS THE INFORMATION TO SEND THE $97 THROUGH WESTERN UNION OR MONEY OK

RECEIVER NAME--------------MR Nnamdi Ozor
LOCATION----------------------COTONOU BENIN REPUBLIC WEST AFRICA
ADDRESS-----------------------BP 112 AKPAKPA AVENUE COTONOU
CITY-----------------------------COTONOU
TEXT QUESTION-------------------What colour
TEXT ANSWER---------------------- Blue
SENDERS NAME-----------------------
MTCN--- OR REFERENCE NUMBER----------

YOU DON'T NEED TO PAY ANOTHER MONEY, LISTEN AGAIN WE WILL NOT TAKE THE* $97 OUT OF THE $3000, IF WE RECEIVE THE $97 TODAY WITH IN 30MINUTES THE MTCN FOR THE $3000 WILL BE AT YOUR HANDS FOR PICKING OF THE $3000 FROM WESTERN UNION OR MONEY GRAM AROUND YOU . AGAIN YOU NEED TO CHOOSE WHETHER WESTERN UNION OR MONEY GRAM WE WILL USE SEND THE $3000 TO YOU ONCE YOU SEND THE $97.

THE CHOICE IS YOURS NOW
MR WILLIAMS",1,1,"[""\u0120have"", ""\u0120ready"", ""\u0120now"", ""\u0120since"", ""\u0120expecting"", ""\u0120been"", ""This"", ""\u0120B"", ""MAS"", ""\u0120pay""]","[0.0029031670453846547, 0.0026392846093274674, 0.002639283545956025, 0.002044068950939811, 0.001966799030721197, 0.001966797522098466, 0.0017385831101643092, 0.0012465388402144021, 0.0012465384061526603, 0.0009417833027471605]","[""you"", ""Attention"", ""This"", ""3000"", ""97"", ""PERSON"", ""GINIKA"", ""LOCATION"", ""sending"", ""are""]","[0.00011333444890518047, 0.0001074408086898718, 9.554038898137407e-05, 5.885539836123737e-05, 2.228801919316311e-05, 1.549683489507368e-05, 1.4331760809276782e-05, 1.3139738106292863e-05, 4.943421330858872e-06, 2.7585023793182703e-06]"
"
Messrs/ Friend
May I first and foremost ask for your apology if my contact to you is perceived as intrusive by nature.
INTRODUCTION: my full name is FRANCISCO GROSS. I am a senior advocate/associates of HOLMAN FENWICK WILLIAM int'l law firm: our official website is attached on my signature email below:
PURPOSE OF CONTACT: I am under the instruction of HIGH PROFILE CLIENT of mine to contact you for a matter of mutual benefit. My client wishes to nominate you as an international representative to manage a large sum on her behalf. My client wishes to discuss the details with you directly, hence my email is configured to reply to her directly. My client is ready and willing to share gains of such investment between you and her on equal ratio.
Lastly, I got your contact via the help of Internet Business Archives Consultant. I found your representative capable after going through your brief bio.
Than you as I look forward to hearing from you.
FRANCISCO GROSS Feb 04, 2017
Senior Partner/Associates (HFW)",1,1,"[""\u0120discuss"", ""\u0120contact"", ""\u0120name"", ""\u0120full"", ""\u0120apology"", ""\u0120if"", ""\u0120official"", ""\u0120website"", ""\u0120wishes"", ""\u0120our""]","[1.0028192980305053e-05, 7.458309054652572e-06, 7.2221271140336e-06, 7.221972302890623e-06, 6.767070785964748e-06, 6.763697272599346e-06, 5.233352370204347e-06, 5.23038543827181e-06, 4.433738274589874e-06, 4.4117528951848046e-06]","[""benefit"", ""INTRODUCTION"", ""of"", ""mutual"", ""attached"", ""perceived"", ""FENWICK"", ""as"", ""04"", ""forward""]","[0.0008280258680838251, 0.0006563033620374284, 0.0002436947354719954, 0.00018717335867553595, 0.00015907994410569104, 0.0001479190419380442, 0.00011272033636369897, 9.807441441545188e-05, 8.906415309675055e-05, 4.4537664242362554e-05]"
